rR,0.339954958444
rF,0.342550408285
IRxx,0.0954026359903
IHzz,0.167237674511
d3,0.045
d1,0.983802175611
xH,0.906569561251
zH,-0.802835004591
IBxx,11.2681218091
IBxz,-2.04275759918
xB,0.293294380287
IBzz,3.10521968753
zB,-1.04314543755
IFxx,0.0966452928697
IHyy,0.363418587588
mF,3.545
mB,81.18
IFyy,0.165674457115
mH,4.57
mR,3.96
IRyy,0.143881203913
c,0.0832912572138
g,9.81
IByy,11.9599776101
w,1.101
v,1.0
IHxx,0.38660357105
IHxz,-0.0758380143139
lambda,0.366519142919
